video_id,dataset_name,source_type,dataset_version,pipeline_version,original_path,processed_path,video_path_mode,validation_status,processing_status,preprocessing_status,type,accident_time,accident_frame,center_x,center_y,x1,y1,x2,y2,weather,no_frames,duration,height,width,fps,file_size_bytes,file_hash,annotation_available,split,split_in_distribution,split_geo_aware,rollover,region,scene_layout,day_time,quality,annotations_path,map,camera_position,annotations_start_offset,is_duplicate,duplicate_group_id,processed_at,media_type,metadata_source,weather_confidence,day_time_confidence,channels,codec,generated_at
picek_real_f1a8d466c8bd,picek,real,1.0.0,2.0.0,real_videos/Z4kg2Ev3vhk_00.mp4,real_videos/Z4kg2Ev3vhk_00.mp4,reference,valid,success,processed,rear-end,11.333,170.0,0.7359710965276457,0.3244985338409367,0.708076792389657,0.2719139955674833,0.7638654006656344,0.3770830721143901,normal,424.0,29.967,1080,1584,14.167,6436554,825f8ddd9e124c95078cc88905dabb18bbf4823ca16581fc11600e7bd9ff2a67,False,test,test,test,0.0,Georgia,highway,night,Very_Poor,,,,,False,,2026-07-21T18:05:48.797455+00:00,,,,,,,
picek_real_923e47d4a9cc,picek,real,1.0.0,2.0.0,real_videos/unS0-TLF1ao_00.mp4,real_videos/unS0-TLF1ao_00.mp4,reference,valid,success,processed,t-bone,2.56,64.0,0.4408139503663372,0.1167779859953119,0.366460104863499,0.074969278449542,0.5151677958691753,0.1585866935410818,normal,148.0,5.92,1080,1920,25.0,1107028,1b5abe40ecd19ed071fc1e2d151f460b01831bd948a008c31ee22d91ccd372d2,False,test,test,train,0.0,World,signalized_intersection,night,Very_Poor,,,,,False,,2026-07-21T18:05:48.797936+00:00,,,,,,,
picek_real_3a24dcf593a7,picek,real,1.0.0,2.0.0,real_videos/UarP8qU1S-c_00.mp4,real_videos/UarP8qU1S-c_00.mp4,reference,valid,success,processed,single,8.667,130.0,0.5983304287152491,0.2395658175481345,0.5772130234776199,0.2212505797146094,0.6194478339528782,0.2578810553816597,normal,222.0,15.333,2160,3840,14.639,8201503,47e2c390b52f256b432646ead55826f1b91e0e8a91e175779f6301aa8d323b3c,False,train,train,test,0.0,Virginia,highway,night,Poor,,,,,False,,2026-07-21T18:05:48.797998+00:00,,,,,,,
picek_real_a4cc5a82c0f0,picek,real,1.0.0,2.0.0,real_videos/UarP8qU1S-c_01.mp4,real_videos/UarP8qU1S-c_01.mp4,reference,valid,success,processed,single,2.033999999999999,30.0,0.6436103336257744,0.3261419625750528,0.6103694639866423,0.3031032431576702,0.6768512032649066,0.3491806819924353,normal,92.0,6.167000000000002,2160,3840,14.92,4459176,5c3b6c8f9b5a923a417b78c83295ef16accd2f3ba937013b8574415f30b233e1,False,train,train,test,0.0,Virginia,highway,night,Poor,,,,,False,,2026-07-21T18:05:48.798045+00:00,,,,,,,
picek_real_f09505804c76,picek,real,1.0.0,2.0.0,real_videos/nAXTthLfgtI_00.mp4,real_videos/nAXTthLfgtI_00.mp4,reference,valid,success,processed,single,4.125,62.0,0.4419614039527055,0.2631676143187077,0.4178324014941861,0.24935719339936,0.4660904064112249,0.2769780352380554,normal,208.0,13.875,720,960,15.018,910991,f2db11ff5e07ec440c15dd1f497efda4986f0a9d459032c0cb5a538da1d08a18,False,test,test,test,0.0,Virginia,highway,night,Very_Poor,,,,,False,,2026-07-21T18:05:48.798093+00:00,,,,,,,
picek_real_5f68d9cc98ad,picek,real,1.0.0,2.0.0,real_videos/fzWY0vLAXzI_00.mp4,real_videos/fzWY0vLAXzI_00.mp4,reference,valid,success,processed,t-bone,4.2,88.0,0.3738429670790817,0.1586591581343434,0.2947225091643737,0.0428479961203069,0.4529634249937898,0.2744703201483799,snow,188.0,8.866666,1080,1920,21.157,1031441,3ff4545bd0cf4f602ae2f7cc48566c1f2014cd8030d209c34522d7f636843966,False,test,test,train,1.0,World,signalized_intersection,day,Fine,,,,,False,,2026-07-21T18:05:48.798255+00:00,,,,,,,
picek_real_daa2fada8e7f,picek,real,1.0.0,2.0.0,real_videos/vxZ47DoPNY8_00.mp4,real_videos/vxZ47DoPNY8_00.mp4,reference,valid,success,processed,single,2.833333,50.0,0.766782384048257,0.1465548309063667,0.7122739700786288,0.0830931954980848,0.8212907980178854,0.2100164663146485,rain,138.0,7.733333000000001,1080,1920,17.821,1175681,2e1eefd80e72e41f590b384830cdcb42621ef5de872fbe36b30caccf9aa4614b,False,test,test,train,1.0,World,city_street,day,Good,,,,,False,,2026-07-21T18:05:48.798799+00:00,,,,,,,
picek_real_091723568428,picek,real,1.0.0,2.0.0,real_videos/OXVXsdDT9QQ_00.mp4,real_videos/OXVXsdDT9QQ_00.mp4,reference,valid,success,processed,t-bone,1.0,17.0,0.609537557601119,0.449222597236723,0.3713693395262867,0.2633761047824245,0.8477057756759513,0.6350690896910215,normal,88.0,5.3,1080,1920,16.688,1108123,d68e808cd23afd460749eceeb32b611fb3aef8879acadb3a6bb413f9e6c0714c,False,test,test,train,0.0,World,signalized_intersection,night,Fine,,,,,False,,2026-07-21T18:05:48.799025+00:00,,,,,,,
picek_real_7201b7490fae,picek,real,1.0.0,2.0.0,real_videos/VozrseCzhQc_00.mp4,real_videos/VozrseCzhQc_00.mp4,reference,valid,success,processed,single,5.583,84.0,0.6552197554799563,0.5726128432974175,0.6252408576162268,0.5436761919052903,0.6851986533436857,0.6015494946895447,rain,144.0,9.583,720,960,15.065,384007,0a1cea763e21dcdf6c015951141da0845a3e9b7ef5ed4dc655e5a1ea62e59dc5,False,test,test,test,0.0,Virginia,highway,day,Poor,,,,,False,,2026-07-21T18:05:48.799096+00:00,,,,,,,
picek_real_41de16b202c8,picek,real,1.0.0,2.0.0,real_videos/kABWTDKgc9U_00.mp4,real_videos/kABWTDKgc9U_00.mp4,reference,valid,success,processed,t-bone,6.566,197.0,0.5033242468107538,0.8366790702574894,0.3930958720813148,0.6733581405149789,0.6135526215401929,1.0,normal,887.0,29.6,1080,2400,29.966,6140039,ba56d90c0aeedc081d9954797b4034e1e0ba74204303cc6a86851c4a7c7c0180,False,test,test,test,0.0,Alabama,signalized_intersection,day,Good,,,,,False,,2026-07-21T18:05:48.799145+00:00,,,,,,,
